,DoF,DoF Baseline,chi2,chi2 p-value,chi2 Baseline,CFI,GFI,AGFI,NFI,TLI,RMSEA,AIC,BIC,LogLik
Value,20,45,38.805763196089515,0.007048010731460108,238.2682085137466,0.9026960339690223,0.837134112695313,0.6335517535644543,0.837134112695313,0.7810660764303002,0.046981370791186555,69.81823998503003,211.8056804480319,0.09088000748498715
